"","Account Name","Opportunity Name","Product","Stage Name","Amount_USD","Close Date Year","Close Date Month","Close Date Day","Lead Source","Forecast Category","Account Owner","Region","Fiscal Year","Fiscal Quarter","Team Name"
"113","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Acclimite","5 - Closed Won","20141","2013","3","23","Business development","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southwest","2013","2013-04-01 00:00:00","US Sales Team"
"114","American Health Packaging","American Health Packaging","Accugel","5 - Closed Won","18020","2011","7","19","Not specified","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2011","2011-10-01 00:00:00","EU Sales Team"
"115","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Memora","5 - Closed Won","22627","2013","11","5","Tradeshow","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"116","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Memora","5 - Closed Won","17522","2011","7","5","Business development","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"117","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Comfront","5 - Closed Won","311","2014","11","11","Web","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southeast","2014","2014-01-01 00:00:00","EU Sales Team"
"118","Walgreens Co.","Walgreens Co.","Zillia","5 - Closed Won","10440","2014","9","23","Business development","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Northwest","2014","2014-04-01 00:00:00","US Sales Team"
"119","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accugel","5 - Closed Won","18200","2012","10","27","Not specified","Closed","4f01f14b-2b7f-45df-9ea7-04e905169969","Northwest","2012","2012-01-01 00:00:00","EU Sales Team"
"120","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Emoltra","5 - Closed Won","17267","2012","5","25","Tradeshow","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northeast","2012","2012-07-01 00:00:00","EU Sales Team"
"121","Stephen L. LaFrance Pharmacy Inc.","Stephen L. LaFrance Pharmacy Inc.","Zillia","5 - Closed Won","11356","2011","9","21","Web","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southeast","2011","2011-10-01 00:00:00","EU Sales Team"
"122","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Manatea","5 - Closed Won","2818","2012","8","9","Tradeshow","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southeast","2012","2012-01-01 00:00:00","US Sales Team"
"123","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Zillia","5 - Closed Won","17542","2011","4","20","Not specified","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Northwest","2011","2011-01-01 00:00:00","US Sales Team"
"124","Vini Health & Beauty Inc","Vini Health & Beauty Inc","3-DOM","5 - Closed Won","23810","2015","5","26","Not specified","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Southeast","2015","2015-07-01 00:00:00","EU Sales Team"
"125","The Mentholatum Company","The Mentholatum Company","Emoltra","5 - Closed Won","17528","2012","10","21","Business development","Closed","94422cbe-1ec9-4067-be7f-18ef190f4e3e","Northwest","2012","2012-04-01 00:00:00","EU Sales Team"
"126","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Zillia","5 - Closed Won","14550","2011","9","20","Tradeshow","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"127","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Manatea","5 - Closed Won","13587","2012","3","23","Web","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southwest","2012","2012-01-01 00:00:00","US Sales Team"
"128","Vini Health & Beauty Inc","Vini Health & Beauty Inc","Accruex","5 - Closed Won","19989","2013","1","27","Business development","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Northeast","2013","2013-04-01 00:00:00","US Sales Team"
"129","Walgreens Co.","Walgreens Co.","3-DOM","5 - Closed Won","21240","2014","4","14","Business development","Closed","093c020a-4551-467e-95e9-b258927674e9","Northeast","2014","2014-07-01 00:00:00","US Sales Team"
"130","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Radantix","5 - Closed Won","10821","2011","12","21","Business development","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Southwest","2011","2011-07-01 00:00:00","EU Sales Team"
"131","Caraco Pharmaceutical Laboratories Ltd.","Caraco Pharmaceutical Laboratories Ltd.","Prevalax","5 - Closed Won","733","2015","5","28","Business development","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northwest","2015","2015-01-01 00:00:00","EU Sales Team"
"132","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Avenetro","5 - Closed Won","23390","2015","9","17","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northeast","2015","2015-07-01 00:00:00","US Sales Team"
"133","Apotheca Company","Apotheca Company","Radantix","5 - Closed Won","368","2014","6","21","Not specified","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2014","2014-04-01 00:00:00","EU Sales Team"
"134","Apotheca Company","Apotheca Company","Comfront","5 - Closed Won","24220","2015","6","6","Tradeshow","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2015","2015-04-01 00:00:00","EU Sales Team"
"135","Watson Laboratories Inc.","Watson Laboratories Inc.","Comfront","5 - Closed Won","21454","2015","7","19","Not specified","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Southeast","2015","2015-01-01 00:00:00","EU Sales Team"
"136","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Memora","5 - Closed Won","9293","2015","4","9","Web","Closed","05a05a8f-117e-4705-9329-4dd818f8484a","Northeast","2015","2015-07-01 00:00:00","EU Sales Team"
"137","Personal Care Products","Personal Care Products","Avenetro","5 - Closed Won","18577","2014","10","24","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2014","2014-01-01 00:00:00","EU Sales Team"
"138","Personal Care Products","Personal Care Products","Prevalax","5 - Closed Won","8198","2014","6","16","Not specified","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"139","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","3-DOM","5 - Closed Won","6987","2013","6","15","Business development","Closed","2229217d-2ed3-4035-b2e7-a3bef64f73ec","Northeast","2013","2013-01-01 00:00:00","EU Sales Team"
"140","Indiana Botanic Gardens","Indiana Botanic Gardens","Zillia","5 - Closed Won","13215","2015","11","1","Tradeshow","Closed","05c4eda6-31c2-424b-8189-5844f93de91a","Northwest","2015","2015-10-01 00:00:00","EU Sales Team"
"141","The Mentholatum Company","The Mentholatum Company","Dentrex","5 - Closed Won","1801","2013","11","22","Business development","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southeast","2013","2013-01-01 00:00:00","US Sales Team"
"142","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Radantix","5 - Closed Won","9431","2014","11","8","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2014","2014-10-01 00:00:00","EU Sales Team"
"143","Glenmark Generics Inc. USA","Glenmark Generics Inc. USA","Emoltra","5 - Closed Won","9621","2012","10","6","Tradeshow","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northwest","2012","2012-04-01 00:00:00","US Sales Team"
"144","Bryant Ranch Prepack","Bryant Ranch Prepack","Dentrex","5 - Closed Won","17839","2011","7","8","Not specified","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northeast","2011","2011-04-01 00:00:00","US Sales Team"
"145","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Acclimite","5 - Closed Won","9970","2012","1","6","Web","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Northeast","2012","2012-07-01 00:00:00","US Sales Team"
"146","Walgreens Co.","Walgreens Co.","Memora","5 - Closed Won","3091","2015","12","4","Web","Closed","2d3569e8-9d67-4e24-878c-2ef86fa1ab5b","Southwest","2015","2015-04-01 00:00:00","EU Sales Team"
"147","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Avenetro","5 - Closed Won","18171","2013","5","8","Business development","Closed","43f5cc3c-fb28-410a-9a99-bed935c40afd","Northeast","2013","2013-04-01 00:00:00","EU Sales Team"
"148","American Health Packaging","American Health Packaging","Radantix","5 - Closed Won","10864","2014","6","5","Tradeshow","Closed","38a65e72-7a7f-454a-acbb-8658cecad9a9","Northeast","2014","2014-04-01 00:00:00","US Sales Team"
"149","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Accruex","5 - Closed Won","1786","2011","6","11","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Northwest","2011","2011-10-01 00:00:00","EU Sales Team"
"150","AvKARE Inc.","AvKARE Inc.","Prevalax","5 - Closed Won","2399","2011","12","6","Business development","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southeast","2011","2011-07-01 00:00:00","US Sales Team"
"151","Safeway","Safeway","Accugel","5 - Closed Won","24134","2011","12","17","Business development","Closed","9daee2f6-b70c-4c0d-a606-c7b5d5afec13","Southeast","2011","2011-04-01 00:00:00","EU Sales Team"
"152","Nelco Laboratories Inc.","Nelco Laboratories Inc.","Comfront","5 - Closed Won","19017","2013","3","6","Tradeshow","Closed","557ac720-73d7-4d6d-93db-cd360d07069d","Southeast","2013","2013-01-01 00:00:00","US Sales Team"
"153","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Comfront","5 - Closed Won","22669","2014","3","1","Business development","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southeast","2014","2014-01-01 00:00:00","US Sales Team"
"154","Watson Laboratories Inc.","Watson Laboratories Inc.","Radantix","5 - Closed Won","18359","2014","9","5","Not specified","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northeast","2014","2014-10-01 00:00:00","US Sales Team"
"155","AvKARE Inc.","AvKARE Inc.","Emoltra","5 - Closed Won","23781","2012","12","9","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2012","2012-01-01 00:00:00","US Sales Team"
"156","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Acclimite","5 - Closed Won","23672","2013","8","24","Tradeshow","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"157","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Memora","5 - Closed Won","22989","2015","1","27","Not specified","Closed","69233e00-dcdf-40d8-8605-5b1ae270f72b","Northeast","2015","2015-07-01 00:00:00","US Sales Team"
"158","Walgreens Co.","Walgreens Co.","Comfront","5 - Closed Won","1944","2014","1","9","Not specified","Closed","da47bc78-7486-42ec-91ba-77552a506aec","Southwest","2014","2014-07-01 00:00:00","US Sales Team"
"159","Indiana Botanic Gardens","Indiana Botanic Gardens","Prevalax","5 - Closed Won","22455","2012","3","28","Not specified","Closed","b3330862-932e-490e-9c53-9d2fc36d8823","Northwest","2012","2012-04-01 00:00:00","EU Sales Team"
"160","American Health Packaging","American Health Packaging","Accugel","5 - Closed Won","8757","2011","11","13","Tradeshow","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"161","Bryant Ranch Prepack","Bryant Ranch Prepack","Acclimite","5 - Closed Won","13707","2013","3","3","Web","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northwest","2013","2013-07-01 00:00:00","US Sales Team"
"162","Safeway","Safeway","Memora","5 - Closed Won","11310","2013","2","8","Web","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2013","2013-10-01 00:00:00","US Sales Team"
"163","Bryant Ranch Prepack","Bryant Ranch Prepack","Avenetro","5 - Closed Won","3935","2015","4","11","Business development","Closed","f2fb41d7-981a-42d0-94df-549356c4a339","Northeast","2015","2015-07-01 00:00:00","EU Sales Team"
"164","Watson Laboratories Inc.","Watson Laboratories Inc.","Zillia","5 - Closed Won","2356","2012","6","6","Not specified","Closed","86316069-f7fb-4489-8bd5-5ea48c0ea25a","Southwest","2012","2012-07-01 00:00:00","US Sales Team"
"165","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Zillia","5 - Closed Won","6321","2013","7","27","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Southeast","2013","2013-07-01 00:00:00","US Sales Team"
"166","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Acclimite","5 - Closed Won","4720","2011","12","26","Not specified","Closed","c8c9dc6f-cd43-4697-922e-4ee91977e1cc","Northwest","2011","2011-01-01 00:00:00","US Sales Team"
"167","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Acclimite","5 - Closed Won","8465","2011","11","9","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Northeast","2011","2011-07-01 00:00:00","US Sales Team"
"168","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Comfront","5 - Closed Won","3816","2012","7","14","Business development","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northeast","2012","2012-10-01 00:00:00","US Sales Team"
"169","Indiana Botanic Gardens","Indiana Botanic Gardens","Avenetro","5 - Closed Won","13842","2013","7","1","Web","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2013","2013-01-01 00:00:00","EU Sales Team"
"170","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Acclimite","5 - Closed Won","13278","2014","3","13","Business development","Closed","b2d76d74-0faf-4913-9f85-9cdec5ced617","Northwest","2014","2014-01-01 00:00:00","US Sales Team"
"171","Personal Care Products","Personal Care Products","Accugel","5 - Closed Won","7627","2011","4","24","Web","Closed","843141eb-6b81-4f45-bd4b-dfadf6721b8e","Northeast","2011","2011-10-01 00:00:00","EU Sales Team"
"172","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Acclimite","5 - Closed Won","21548","2014","4","19","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southeast","2014","2014-10-01 00:00:00","US Sales Team"
"173","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Radantix","5 - Closed Won","24819","2014","2","19","Not specified","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southwest","2014","2014-10-01 00:00:00","EU Sales Team"
"174","American Health Packaging","American Health Packaging","Avenetro","5 - Closed Won","20544","2014","1","6","Web","Closed","88ab35a3-0ee7-481f-8148-b2962ae39d3b","Northwest","2014","2014-10-01 00:00:00","US Sales Team"
"175","Teva Pharmaceuticals USA Inc","Teva Pharmaceuticals USA Inc","Accruex","5 - Closed Won","23205","2011","10","12","Business development","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Southwest","2011","2011-01-01 00:00:00","EU Sales Team"
"176","Lupin Pharmaceuticals Inc.","Lupin Pharmaceuticals Inc.","Dentrex","5 - Closed Won","8364","2013","4","12","Not specified","Closed","840ae18e-8f2f-48c0-a8e1-48f4d13b7dd6","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"177","Bryant Ranch Prepack","Bryant Ranch Prepack","3-DOM","5 - Closed Won","2920","2014","2","16","Not specified","Closed","9fe15343-cb70-4c62-8056-e596a3d6e02b","Southwest","2014","2014-01-01 00:00:00","EU Sales Team"
"178","Bryant Ranch Prepack","Bryant Ranch Prepack","Emoltra","5 - Closed Won","21963","2011","11","22","Not specified","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Southeast","2011","2011-04-01 00:00:00","US Sales Team"
"179","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Prevalax","5 - Closed Won","8695","2014","5","16","Web","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Southwest","2014","2014-04-01 00:00:00","US Sales Team"
"180","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC","Accugel","5 - Closed Won","16422","2011","10","18","Tradeshow","Closed","db0508ce-1877-4f4d-8a57-c6541e49a3c3","Southeast","2011","2011-04-01 00:00:00","US Sales Team"
"181","RxPak Division of McKesson Corporation","RxPak Division of McKesson Corporation","Accugel","5 - Closed Won","21948","2014","6","5","Tradeshow","Closed","37db7974-7903-40ff-ac8e-33fbcb871af0","Northwest","2014","2014-07-01 00:00:00","EU Sales Team"
"182","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Accugel","5 - Closed Won","23046","2015","5","1","Web","Closed","c6f1d732-f34e-4fcc-9340-839d300c146a","Northeast","2015","2015-10-01 00:00:00","EU Sales Team"
"183","Aptalis Pharma US Inc.","Aptalis Pharma US Inc.","Manatea","5 - Closed Won","18156","2013","6","8","Web","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northeast","2013","2013-07-01 00:00:00","US Sales Team"
"184","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Acclimite","5 - Closed Won","19137","2014","5","13","Not specified","Closed","80ba1440-a075-43df-9f05-b71eb224c1e3","Northwest","2014","2014-10-01 00:00:00","EU Sales Team"
"185","Jubilant HollisterStier LLC","Jubilant HollisterStier LLC","Radantix","5 - Closed Won","15664","2012","9","1","Not specified","Closed","c26a4236-07cb-4308-aa16-6341360d339e","Northeast","2012","2012-04-01 00:00:00","EU Sales Team"
"186","Wyeth BioPharma","Wyeth BioPharma","Emoltra","5 - Closed Won","13984","2012","12","7","Not specified","Closed","caba0fbe-e5ef-4b34-9174-29cc5351b49d","Northeast","2012","2012-01-01 00:00:00","EU Sales Team"
"187","Warner Chilcott (US) LLC","Warner Chilcott (US) LLC","Memora","5 - Closed Won","13048","2011","9","23","Tradeshow","Closed","d8d7c4f4-ed64-4f4e-bd6b-b4cdb04b7218","Northeast","2011","2011-10-01 00:00:00","US Sales Team"
"188","Bryant Ranch Prepack","Bryant Ranch Prepack","Prevalax","5 - Closed Won","23750","2014","4","12","Not specified","Closed","ba5dff93-e628-4522-8f49-10f05ca557a3","Northeast","2014","2014-01-01 00:00:00","US Sales Team"
"189","Mylan Pharmaceuticals Inc.","Mylan Pharmaceuticals Inc.","Accruex","5 - Closed Won","5146","2012","8","18","Tradeshow","Closed","bec9ee79-11c9-4351-8416-01ad8b8ab4bf","Southwest","2012","2012-04-01 00:00:00","US Sales Team"
"190","Uriel Pharmacy Inc.","Uriel Pharmacy Inc.","Memora","5 - Closed Won","12337","2015","9","4","Web","Closed","161a008b-c441-47ee-8577-45585313ca1c","Northwest","2015","2015-04-01 00:00:00","EU Sales Team"
"191","Triax Pharmaceuticals LLC","Triax Pharmaceuticals LLC","Radantix","5 - Closed Won","11608","2015","11","28","Web","Closed","d3b1c42e-e272-4e53-8928-8c5d72d74984","Southwest","2015","2015-10-01 00:00:00","EU Sales Team"
"192","Safeway","Safeway","Acclimite","5 - Closed Won","21141","2013","4","12","Not specified","Closed","ac80e526-9e13-420e-85e4-f0d1aab61c9c","Northeast","2013","2013-04-01 00:00:00","US Sales Team"
"193","American Health Packaging","American Health Packaging","Avenetro","5 - Closed Won","6873","2014","11","20","Business development","Closed","4b137da4-5ff2-4797-a38a-b099d904e852","Northwest","2014","2014-10-01 00:00:00","US Sales Team"
